,date,price,city,year,month,day
3911,2014-09-16,42500,seoul,2014,9,16
3912,2014-09-17,42000,seoul,2014,9,17
3913,2014-09-18,41500,seoul,2014,9,18
3914,2014-09-19,41000,seoul,2014,9,19
3915,2014-09-20,41000,seoul,2014,9,20
3916,2014-09-21,41000,seoul,2014,9,21
3917,2014-09-22,41000,seoul,2014,9,22
3918,2014-09-23,41000,seoul,2014,9,23
3919,2014-09-24,41000,seoul,2014,9,24
3920,2014-09-25,41000,seoul,2014,9,25
3921,2014-09-26,41000,seoul,2014,9,26
3922,2014-09-27,41000,seoul,2014,9,27
3923,2014-09-28,41000,seoul,2014,9,28
3924,2014-09-29,41000,seoul,2014,9,29
3925,2014-09-30,41000,seoul,2014,9,30
3926,2014-10-01,41000,seoul,2014,10,1
3927,2014-10-02,41000,seoul,2014,10,2
3928,2014-10-03,41000,seoul,2014,10,3
3929,2014-10-04,41000,seoul,2014,10,4
3930,2014-10-05,41000,seoul,2014,10,5
3931,2014-10-06,41000,seoul,2014,10,6
3932,2014-10-07,41000,seoul,2014,10,7
3933,2014-10-08,41000,seoul,2014,10,8
3934,2014-10-09,41000,seoul,2014,10,9
3935,2014-10-10,41000,seoul,2014,10,10
3936,2014-10-11,41000,seoul,2014,10,11
3937,2014-10-12,41000,seoul,2014,10,12
3938,2014-10-13,41000,seoul,2014,10,13
3939,2014-10-14,41000,seoul,2014,10,14
3940,2014-10-15,41000,seoul,2014,10,15
3941,2014-10-16,41000,seoul,2014,10,16
3942,2014-10-17,41000,seoul,2014,10,17
3943,2014-10-18,41000,seoul,2014,10,18
3944,2014-10-19,41000,seoul,2014,10,19
3945,2014-10-20,41000,seoul,2014,10,20
3946,2014-10-21,41000,seoul,2014,10,21
3947,2014-10-22,41000,seoul,2014,10,22
3948,2014-10-23,41000,seoul,2014,10,23
3949,2014-10-24,41000,seoul,2014,10,24
3950,2014-10-25,41000,seoul,2014,10,25
3951,2014-10-26,41000,seoul,2014,10,26
3952,2014-10-27,41000,seoul,2014,10,27
3953,2014-10-28,41000,seoul,2014,10,28
3954,2014-10-29,41000,seoul,2014,10,29
3955,2014-10-30,41000,seoul,2014,10,30
3956,2014-10-31,41000,seoul,2014,10,31
3957,2014-11-01,41000,seoul,2014,11,1
3958,2014-11-02,41000,seoul,2014,11,2
3959,2014-11-03,41000,seoul,2014,11,3
3960,2014-11-04,41000,seoul,2014,11,4
3961,2014-11-05,41000,seoul,2014,11,5
3962,2014-11-06,41000,seoul,2014,11,6
3963,2014-11-07,41000,seoul,2014,11,7
3964,2014-11-08,41000,seoul,2014,11,8
3965,2014-11-09,41000,seoul,2014,11,9
3966,2014-11-10,41000,seoul,2014,11,10
3967,2014-11-11,41000,seoul,2014,11,11
3968,2014-11-12,41000,seoul,2014,11,12
3969,2014-11-13,41000,seoul,2014,11,13
3970,2014-11-14,41000,seoul,2014,11,14
3971,2014-11-15,41000,seoul,2014,11,15
3972,2014-11-16,41000,seoul,2014,11,16
3973,2014-11-17,41000,seoul,2014,11,17
3974,2014-11-18,41000,seoul,2014,11,18
3975,2014-11-19,41000,seoul,2014,11,19
3976,2014-11-20,41000,seoul,2014,11,20
3977,2014-11-21,41000,seoul,2014,11,21
3978,2014-11-22,41000,seoul,2014,11,22
3979,2014-11-23,41000,seoul,2014,11,23
3980,2014-11-24,41000,seoul,2014,11,24
3981,2014-11-25,41000,seoul,2014,11,25
3982,2014-11-26,41000,seoul,2014,11,26
3983,2014-11-27,41000,seoul,2014,11,27
3984,2014-11-28,41000,seoul,2014,11,28
3985,2014-11-29,41000,seoul,2014,11,29
3986,2014-11-30,41000,seoul,2014,11,30
3987,2014-12-01,41000,seoul,2014,12,1
3988,2014-12-02,41000,seoul,2014,12,2
3989,2014-12-03,41000,seoul,2014,12,3
3990,2014-12-04,41000,seoul,2014,12,4
3991,2014-12-05,41000,seoul,2014,12,5
3992,2014-12-06,41000,seoul,2014,12,6
3993,2014-12-07,41000,seoul,2014,12,7
3994,2014-12-08,41000,seoul,2014,12,8
3995,2014-12-09,40500,seoul,2014,12,9
3996,2014-12-10,40000,seoul,2014,12,10
3997,2014-12-11,40000,seoul,2014,12,11
3998,2014-12-12,40000,seoul,2014,12,12
3999,2014-12-13,40000,seoul,2014,12,13
4000,2014-12-14,40000,seoul,2014,12,14
4001,2014-12-15,40000,seoul,2014,12,15
4002,2014-12-16,40000,seoul,2014,12,16
4003,2014-12-17,40000,seoul,2014,12,17
4004,2014-12-18,40000,seoul,2014,12,18
4005,2014-12-19,40000,seoul,2014,12,19
4006,2014-12-20,40000,seoul,2014,12,20
4007,2014-12-21,40000,seoul,2014,12,21
4008,2014-12-22,40000,seoul,2014,12,22
4009,2014-12-23,40000,seoul,2014,12,23
4010,2014-12-24,40000,seoul,2014,12,24
4011,2014-12-25,40000,seoul,2014,12,25
4012,2014-12-26,40000,seoul,2014,12,26
4013,2014-12-27,40000,seoul,2014,12,27
4014,2014-12-28,40000,seoul,2014,12,28
4015,2014-12-29,40000,seoul,2014,12,29
4016,2014-12-30,40000,seoul,2014,12,30
4017,2014-12-31,40000,seoul,2014,12,31
4018,2015-01-01,40000,seoul,2015,1,1
4019,2015-01-02,40000,seoul,2015,1,2
4020,2015-01-03,40000,seoul,2015,1,3
4021,2015-01-04,40000,seoul,2015,1,4
4022,2015-01-05,40000,seoul,2015,1,5
4023,2015-01-06,40000,seoul,2015,1,6
4024,2015-01-07,40000,seoul,2015,1,7
4025,2015-01-08,40000,seoul,2015,1,8
4026,2015-01-09,40000,seoul,2015,1,9
4027,2015-01-10,40000,seoul,2015,1,10
4028,2015-01-11,40000,seoul,2015,1,11
4029,2015-01-12,40000,seoul,2015,1,12
4030,2015-01-13,40000,seoul,2015,1,13
4031,2015-01-14,40000,seoul,2015,1,14
4032,2015-01-15,40000,seoul,2015,1,15
4033,2015-01-16,40000,seoul,2015,1,16
4034,2015-01-17,40000,seoul,2015,1,17
4035,2015-01-18,40000,seoul,2015,1,18
4036,2015-01-19,40000,seoul,2015,1,19
4037,2015-01-20,40000,seoul,2015,1,20
4038,2015-01-21,40000,seoul,2015,1,21
4039,2015-01-22,40000,seoul,2015,1,22
4040,2015-01-23,40000,seoul,2015,1,23
4041,2015-01-24,40000,seoul,2015,1,24
4042,2015-01-25,40000,seoul,2015,1,25
4043,2015-01-26,40000,seoul,2015,1,26
4044,2015-01-27,40000,seoul,2015,1,27
4045,2015-01-28,40000,seoul,2015,1,28
4046,2015-01-29,40000,seoul,2015,1,29
4047,2015-01-30,40000,seoul,2015,1,30
4048,2015-01-31,40000,seoul,2015,1,31
4049,2015-02-01,40000,seoul,2015,2,1
4050,2015-02-02,40000,seoul,2015,2,2
4051,2015-02-03,40000,seoul,2015,2,3
4052,2015-02-04,40000,seoul,2015,2,4
4053,2015-02-05,40000,seoul,2015,2,5
4054,2015-02-06,40000,seoul,2015,2,6
4055,2015-02-07,40000,seoul,2015,2,7
4056,2015-02-08,40000,seoul,2015,2,8
4057,2015-02-09,40000,seoul,2015,2,9
4058,2015-02-10,40000,seoul,2015,2,10
4059,2015-02-11,40000,seoul,2015,2,11
4060,2015-02-12,40000,seoul,2015,2,12
4061,2015-02-13,40000,seoul,2015,2,13
4062,2015-02-14,40000,seoul,2015,2,14
4063,2015-02-15,40000,seoul,2015,2,15
4064,2015-02-16,40000,seoul,2015,2,16
4065,2015-02-17,40000,seoul,2015,2,17
4066,2015-02-18,40000,seoul,2015,2,18
4067,2015-02-19,40000,seoul,2015,2,19
4068,2015-02-20,40000,seoul,2015,2,20
4069,2015-02-21,40000,seoul,2015,2,21
4070,2015-02-22,40000,seoul,2015,2,22
4071,2015-02-23,40000,seoul,2015,2,23
4072,2015-02-24,40000,seoul,2015,2,24
4073,2015-02-25,40000,seoul,2015,2,25
4074,2015-02-26,40000,seoul,2015,2,26
4075,2015-02-27,40000,seoul,2015,2,27
4076,2015-02-28,40000,seoul,2015,2,28
4077,2015-03-01,40000,seoul,2015,3,1
4078,2015-03-02,40000,seoul,2015,3,2
4079,2015-03-03,40000,seoul,2015,3,3
4080,2015-03-04,40000,seoul,2015,3,4
4081,2015-03-05,40000,seoul,2015,3,5
4082,2015-03-06,40000,seoul,2015,3,6
4083,2015-03-07,40000,seoul,2015,3,7
4084,2015-03-08,40000,seoul,2015,3,8
4085,2015-03-09,39500,seoul,2015,3,9
4086,2015-03-10,39000,seoul,2015,3,10
4087,2015-03-11,39000,seoul,2015,3,11
4088,2015-03-12,39000,seoul,2015,3,12
4089,2015-03-13,39000,seoul,2015,3,13
4090,2015-03-14,39000,seoul,2015,3,14
4091,2015-03-15,39000,seoul,2015,3,15
4092,2015-03-16,39000,seoul,2015,3,16
4093,2015-03-17,39000,seoul,2015,3,17
4094,2015-03-18,39000,seoul,2015,3,18
4095,2015-03-19,39000,seoul,2015,3,19
4096,2015-03-20,39000,seoul,2015,3,20
4097,2015-03-21,39000,seoul,2015,3,21
4098,2015-03-22,39000,seoul,2015,3,22
4099,2015-03-23,39000,seoul,2015,3,23
4100,2015-03-24,39000,seoul,2015,3,24
4101,2015-03-25,39000,seoul,2015,3,25
4102,2015-03-26,39000,seoul,2015,3,26
4103,2015-03-27,39000,seoul,2015,3,27
4104,2015-03-28,39000,seoul,2015,3,28
4105,2015-03-29,39000,seoul,2015,3,29
4106,2015-03-30,39000,seoul,2015,3,30
4107,2015-03-31,39000,seoul,2015,3,31
4108,2015-04-01,39000,seoul,2015,4,1
4109,2015-04-02,39000,seoul,2015,4,2
4110,2015-04-03,39000,seoul,2015,4,3
4111,2015-04-04,39000,seoul,2015,4,4
4112,2015-04-05,39000,seoul,2015,4,5
4113,2015-04-06,39000,seoul,2015,4,6
4114,2015-04-07,39000,seoul,2015,4,7
4115,2015-04-08,39000,seoul,2015,4,8
4116,2015-04-09,39000,seoul,2015,4,9
4117,2015-04-10,39000,seoul,2015,4,10
4118,2015-04-11,39000,seoul,2015,4,11
4119,2015-04-12,39000,seoul,2015,4,12
4120,2015-04-13,39000,seoul,2015,4,13
4121,2015-04-14,39000,seoul,2015,4,14
4122,2015-04-15,39000,seoul,2015,4,15
4123,2015-04-16,39000,seoul,2015,4,16
4124,2015-04-17,39000,seoul,2015,4,17
4125,2015-04-18,39000,seoul,2015,4,18
4126,2015-04-19,39000,seoul,2015,4,19
4127,2015-04-20,39000,seoul,2015,4,20
4128,2015-04-21,39000,seoul,2015,4,21
4129,2015-04-22,39000,seoul,2015,4,22
4130,2015-04-23,39000,seoul,2015,4,23
4131,2015-04-24,39000,seoul,2015,4,24
4132,2015-04-25,39000,seoul,2015,4,25
4133,2015-04-26,39000,seoul,2015,4,26
4134,2015-04-27,39000,seoul,2015,4,27
4135,2015-04-28,39000,seoul,2015,4,28
4136,2015-04-29,39000,seoul,2015,4,29
4137,2015-04-30,39000,seoul,2015,4,30
4138,2015-05-01,39000,seoul,2015,5,1
4139,2015-05-02,39000,seoul,2015,5,2
4140,2015-05-03,39000,seoul,2015,5,3
4141,2015-05-04,39000,seoul,2015,5,4
4142,2015-05-05,39000,seoul,2015,5,5
4143,2015-05-06,39000,seoul,2015,5,6
4144,2015-05-07,39000,seoul,2015,5,7
4145,2015-05-08,39000,seoul,2015,5,8
4146,2015-05-09,39000,seoul,2015,5,9
4147,2015-05-10,39000,seoul,2015,5,10
4148,2015-05-11,39000,seoul,2015,5,11
4149,2015-05-12,39000,seoul,2015,5,12
4150,2015-05-13,39000,seoul,2015,5,13
4151,2015-05-14,39000,seoul,2015,5,14
4152,2015-05-15,39000,seoul,2015,5,15
4153,2015-05-16,39000,seoul,2015,5,16
4154,2015-05-17,39000,seoul,2015,5,17
4155,2015-05-18,39000,seoul,2015,5,18
4156,2015-05-19,39000,seoul,2015,5,19
4157,2015-05-20,39000,seoul,2015,5,20
4158,2015-05-21,39000,seoul,2015,5,21
4159,2015-05-22,39000,seoul,2015,5,22
4160,2015-05-23,39000,seoul,2015,5,23
4161,2015-05-24,39000,seoul,2015,5,24
4162,2015-05-25,39000,seoul,2015,5,25
4163,2015-05-26,39000,seoul,2015,5,26
4164,2015-05-27,39000,seoul,2015,5,27
4165,2015-05-28,39000,seoul,2015,5,28
4166,2015-05-29,39000,seoul,2015,5,29
4167,2015-05-30,39000,seoul,2015,5,30
4168,2015-05-31,39000,seoul,2015,5,31
4169,2015-06-01,39000,seoul,2015,6,1
4170,2015-06-02,39000,seoul,2015,6,2
4171,2015-06-03,39000,seoul,2015,6,3
4172,2015-06-04,39000,seoul,2015,6,4
4173,2015-06-05,39000,seoul,2015,6,5
4174,2015-06-06,39000,seoul,2015,6,6
4175,2015-06-07,39000,seoul,2015,6,7
4176,2015-06-08,39000,seoul,2015,6,8
4177,2015-06-09,39000,seoul,2015,6,9
4178,2015-06-10,39000,seoul,2015,6,10
4179,2015-06-11,39000,seoul,2015,6,11
4180,2015-06-12,39000,seoul,2015,6,12
4181,2015-06-13,39000,seoul,2015,6,13
4182,2015-06-14,39000,seoul,2015,6,14
4183,2015-06-15,39000,seoul,2015,6,15
4184,2015-06-16,39000,seoul,2015,6,16
4185,2015-06-17,39000,seoul,2015,6,17
4186,2015-06-18,39000,seoul,2015,6,18
4187,2015-06-19,39000,seoul,2015,6,19
4188,2015-06-20,39000,seoul,2015,6,20
4189,2015-06-21,39000,seoul,2015,6,21
4190,2015-06-22,39000,seoul,2015,6,22
4191,2015-06-23,39000,seoul,2015,6,23
4192,2015-06-24,39000,seoul,2015,6,24
4193,2015-06-25,39000,seoul,2015,6,25
4194,2015-06-26,39000,seoul,2015,6,26
4195,2015-06-27,39000,seoul,2015,6,27
4196,2015-06-28,39000,seoul,2015,6,28
4197,2015-06-29,39000,seoul,2015,6,29
4198,2015-06-30,39000,seoul,2015,6,30
4199,2015-07-01,39000,seoul,2015,7,1
4200,2015-07-02,39000,seoul,2015,7,2
4201,2015-07-03,39000,seoul,2015,7,3
4202,2015-07-04,39000,seoul,2015,7,4
4203,2015-07-05,39000,seoul,2015,7,5
4204,2015-07-06,39000,seoul,2015,7,6
4205,2015-07-07,39000,seoul,2015,7,7
4206,2015-07-08,39000,seoul,2015,7,8
4207,2015-07-09,39000,seoul,2015,7,9
4208,2015-07-10,39000,seoul,2015,7,10
4209,2015-07-11,39000,seoul,2015,7,11
4210,2015-07-12,39000,seoul,2015,7,12
4211,2015-07-13,39000,seoul,2015,7,13
4212,2015-07-14,39000,seoul,2015,7,14
4213,2015-07-15,39000,seoul,2015,7,15
4214,2015-07-16,39000,seoul,2015,7,16
4215,2015-07-17,39000,seoul,2015,7,17
4216,2015-07-18,39000,seoul,2015,7,18
4217,2015-07-19,39000,seoul,2015,7,19
4218,2015-07-20,39000,seoul,2015,7,20
4219,2015-07-21,39000,seoul,2015,7,21
4220,2015-07-22,39000,seoul,2015,7,22
4221,2015-07-23,39000,seoul,2015,7,23
4222,2015-07-24,39000,seoul,2015,7,24
4223,2015-07-25,39000,seoul,2015,7,25
4224,2015-07-26,39000,seoul,2015,7,26
4225,2015-07-27,39000,seoul,2015,7,27
4226,2015-07-28,39000,seoul,2015,7,28
4227,2015-07-29,39000,seoul,2015,7,29
4228,2015-07-30,39000,seoul,2015,7,30
4229,2015-07-31,39000,seoul,2015,7,31
4230,2015-08-01,39000,seoul,2015,8,1
4231,2015-08-02,39000,seoul,2015,8,2
4232,2015-08-03,39000,seoul,2015,8,3
4233,2015-08-04,39000,seoul,2015,8,4
4234,2015-08-05,39000,seoul,2015,8,5
4235,2015-08-06,39000,seoul,2015,8,6
4236,2015-08-07,39000,seoul,2015,8,7
4237,2015-08-08,39000,seoul,2015,8,8
4238,2015-08-09,39000,seoul,2015,8,9
4239,2015-08-10,39000,seoul,2015,8,10
4240,2015-08-11,39000,seoul,2015,8,11
4241,2015-08-12,39000,seoul,2015,8,12
4242,2015-08-13,39000,seoul,2015,8,13
4243,2015-08-14,39000,seoul,2015,8,14
4244,2015-08-15,39000,seoul,2015,8,15
4245,2015-08-16,39000,seoul,2015,8,16
4246,2015-08-17,39000,seoul,2015,8,17
4247,2015-08-18,39000,seoul,2015,8,18
4248,2015-08-19,39000,seoul,2015,8,19
4249,2015-08-20,39000,seoul,2015,8,20
4250,2015-08-21,39000,seoul,2015,8,21
4251,2015-08-22,39000,seoul,2015,8,22
4252,2015-08-23,39000,seoul,2015,8,23
4253,2015-08-24,39000,seoul,2015,8,24
4254,2015-08-25,39000,seoul,2015,8,25
4255,2015-08-26,39000,seoul,2015,8,26
4256,2015-08-27,39000,seoul,2015,8,27
4257,2015-08-28,39000,seoul,2015,8,28
4258,2015-08-29,39000,seoul,2015,8,29
4259,2015-08-30,39000,seoul,2015,8,30
4260,2015-08-31,39000,seoul,2015,8,31
4261,2015-09-01,39000,seoul,2015,9,1
4262,2015-09-02,39000,seoul,2015,9,2
4263,2015-09-03,39000,seoul,2015,9,3
4264,2015-09-04,39000,seoul,2015,9,4
4265,2015-09-05,39000,seoul,2015,9,5
4266,2015-09-06,39000,seoul,2015,9,6
4267,2015-09-07,39000,seoul,2015,9,7
4268,2015-09-08,39000,seoul,2015,9,8
4269,2015-09-09,39000,seoul,2015,9,9
4270,2015-09-10,39000,seoul,2015,9,10
4271,2015-09-11,39000,seoul,2015,9,11
4272,2015-09-12,39000,seoul,2015,9,12
4273,2015-09-13,39000,seoul,2015,9,13
4274,2015-09-14,39000,seoul,2015,9,14
4275,2015-09-15,39000,seoul,2015,9,15
4276,2015-09-16,39000,seoul,2015,9,16
4277,2015-09-17,39000,seoul,2015,9,17
4278,2015-09-18,39000,seoul,2015,9,18
4279,2015-09-19,39000,seoul,2015,9,19
4280,2015-09-20,39000,seoul,2015,9,20
4281,2015-09-21,39000,seoul,2015,9,21
4282,2015-09-22,39000,seoul,2015,9,22
4283,2015-09-23,39000,seoul,2015,9,23
4284,2015-09-24,39000,seoul,2015,9,24
4285,2015-09-25,39000,seoul,2015,9,25
4286,2015-09-26,39000,seoul,2015,9,26
4287,2015-09-27,39000,seoul,2015,9,27
4288,2015-09-28,39000,seoul,2015,9,28
4289,2015-09-29,39000,seoul,2015,9,29
4290,2015-09-30,39000,seoul,2015,9,30
4291,2015-10-01,39000,seoul,2015,10,1
4292,2015-10-02,39000,seoul,2015,10,2
4293,2015-10-03,39000,seoul,2015,10,3
4294,2015-10-04,39000,seoul,2015,10,4
4295,2015-10-05,39000,seoul,2015,10,5
4296,2015-10-06,38000,seoul,2015,10,6
4297,2015-10-07,37000,seoul,2015,10,7
4298,2015-10-08,37000,seoul,2015,10,8
4299,2015-10-09,37000,seoul,2015,10,9
4300,2015-10-10,37000,seoul,2015,10,10
4301,2015-10-11,37000,seoul,2015,10,11
4302,2015-10-12,37000,seoul,2015,10,12
4303,2015-10-13,37000,seoul,2015,10,13
4304,2015-10-14,37000,seoul,2015,10,14
4305,2015-10-15,37000,seoul,2015,10,15
4306,2015-10-16,36000,seoul,2015,10,16
4307,2015-10-17,36000,seoul,2015,10,17
4308,2015-10-18,36000,seoul,2015,10,18
4309,2015-10-19,36000,seoul,2015,10,19
4310,2015-10-20,36000,seoul,2015,10,20
4311,2015-10-21,35500,seoul,2015,10,21
4312,2015-10-22,35000,seoul,2015,10,22
4313,2015-10-23,35000,seoul,2015,10,23
4314,2015-10-24,35000,seoul,2015,10,24
4315,2015-10-25,35000,seoul,2015,10,25
4316,2015-10-26,35000,seoul,2015,10,26
4317,2015-10-27,35000,seoul,2015,10,27
4318,2015-10-28,35000,seoul,2015,10,28
4319,2015-10-29,35000,seoul,2015,10,29
4320,2015-10-30,34000,seoul,2015,10,30
4321,2015-10-31,34000,seoul,2015,10,31
4322,2015-11-01,34000,seoul,2015,11,1
4323,2015-11-02,35000,seoul,2015,11,2
4324,2015-11-03,35000,seoul,2015,11,3
4325,2015-11-04,36000,seoul,2015,11,4
4326,2015-11-05,36000,seoul,2015,11,5
4327,2015-11-06,36000,seoul,2015,11,6
4328,2015-11-07,36000,seoul,2015,11,7
4329,2015-11-08,36000,seoul,2015,11,8
4330,2015-11-09,36000,seoul,2015,11,9
4331,2015-11-10,36000,seoul,2015,11,10
4332,2015-11-11,36000,seoul,2015,11,11
4333,2015-11-12,36000,seoul,2015,11,12
4334,2015-11-13,36000,seoul,2015,11,13
4335,2015-11-14,36000,seoul,2015,11,14
4336,2015-11-15,36000,seoul,2015,11,15
4337,2015-11-16,36000,seoul,2015,11,16
4338,2015-11-17,36000,seoul,2015,11,17
4339,2015-11-18,36000,seoul,2015,11,18
4340,2015-11-19,36000,seoul,2015,11,19
4341,2015-11-20,36000,seoul,2015,11,20
4342,2015-11-21,36000,seoul,2015,11,21
4343,2015-11-22,36000,seoul,2015,11,22
4344,2015-11-23,36000,seoul,2015,11,23
4345,2015-11-24,36000,seoul,2015,11,24
4346,2015-11-25,36000,seoul,2015,11,25
4347,2015-11-26,36000,seoul,2015,11,26
4348,2015-11-27,36000,seoul,2015,11,27
4349,2015-11-28,36000,seoul,2015,11,28
4350,2015-11-29,36000,seoul,2015,11,29
4351,2015-11-30,36000,seoul,2015,11,30
4352,2015-12-01,36000,seoul,2015,12,1
4353,2015-12-02,36000,seoul,2015,12,2
4354,2015-12-03,36000,seoul,2015,12,3
4355,2015-12-04,36000,seoul,2015,12,4
4356,2015-12-05,36000,seoul,2015,12,5
4357,2015-12-06,36000,seoul,2015,12,6
4358,2015-12-07,36000,seoul,2015,12,7
4359,2015-12-08,36000,seoul,2015,12,8
4360,2015-12-09,36000,seoul,2015,12,9
4361,2015-12-10,36000,seoul,2015,12,10
4362,2015-12-11,36000,seoul,2015,12,11
4363,2015-12-12,36000,seoul,2015,12,12
4364,2015-12-13,36000,seoul,2015,12,13
4365,2015-12-14,36000,seoul,2015,12,14
4366,2015-12-15,36000,seoul,2015,12,15
4367,2015-12-16,35500,seoul,2015,12,16
4368,2015-12-17,35000,seoul,2015,12,17
4369,2015-12-18,35000,seoul,2015,12,18
4370,2015-12-19,35000,seoul,2015,12,19
4371,2015-12-20,35000,seoul,2015,12,20
4372,2015-12-21,35000,seoul,2015,12,21
4373,2015-12-22,35000,seoul,2015,12,22
4374,2015-12-23,35000,seoul,2015,12,23
4375,2015-12-24,35000,seoul,2015,12,24
4376,2015-12-25,35000,seoul,2015,12,25
4377,2015-12-26,35000,seoul,2015,12,26
4378,2015-12-27,35000,seoul,2015,12,27
4379,2015-12-28,35000,seoul,2015,12,28
4380,2015-12-29,35000,seoul,2015,12,29
4381,2015-12-30,35000,seoul,2015,12,30
4382,2015-12-31,35000,seoul,2015,12,31
4383,2016-01-01,35000,seoul,2016,1,1
4384,2016-01-02,35000,seoul,2016,1,2
4385,2016-01-03,35000,seoul,2016,1,3
4386,2016-01-04,35000,seoul,2016,1,4
4387,2016-01-05,35000,seoul,2016,1,5
4388,2016-01-06,35000,seoul,2016,1,6
4389,2016-01-07,35000,seoul,2016,1,7
4390,2016-01-08,35000,seoul,2016,1,8
4391,2016-01-09,35000,seoul,2016,1,9
4392,2016-01-10,35000,seoul,2016,1,10
4393,2016-01-11,35000,seoul,2016,1,11
4394,2016-01-12,35000,seoul,2016,1,12
4395,2016-01-13,35000,seoul,2016,1,13
4396,2016-01-14,35000,seoul,2016,1,14
4397,2016-01-15,35000,seoul,2016,1,15
4398,2016-01-16,35000,seoul,2016,1,16
4399,2016-01-17,35000,seoul,2016,1,17
4400,2016-01-18,35000,seoul,2016,1,18
4401,2016-01-19,35000,seoul,2016,1,19
4402,2016-01-20,35000,seoul,2016,1,20
4403,2016-01-21,35000,seoul,2016,1,21
4404,2016-01-22,35000,seoul,2016,1,22
4405,2016-01-23,35000,seoul,2016,1,23
4406,2016-01-24,35000,seoul,2016,1,24
4407,2016-01-25,35000,seoul,2016,1,25
4408,2016-01-26,35000,seoul,2016,1,26
4409,2016-01-27,35000,seoul,2016,1,27
4410,2016-01-28,35000,seoul,2016,1,28
4411,2016-01-29,35000,seoul,2016,1,29
4412,2016-01-30,35000,seoul,2016,1,30
4413,2016-01-31,35000,seoul,2016,1,31
4414,2016-02-01,35000,seoul,2016,2,1
4415,2016-02-02,35000,seoul,2016,2,2
4416,2016-02-03,35000,seoul,2016,2,3
4417,2016-02-04,35000,seoul,2016,2,4
4418,2016-02-05,35000,seoul,2016,2,5
4419,2016-02-06,35000,seoul,2016,2,6
4420,2016-02-07,35000,seoul,2016,2,7
4421,2016-02-08,35000,seoul,2016,2,8
4422,2016-02-09,35000,seoul,2016,2,9
4423,2016-02-10,35000,seoul,2016,2,10
4424,2016-02-11,35000,seoul,2016,2,11
4425,2016-02-12,35000,seoul,2016,2,12
4426,2016-02-13,35000,seoul,2016,2,13
4427,2016-02-14,35000,seoul,2016,2,14
4428,2016-02-15,35000,seoul,2016,2,15
4429,2016-02-16,35000,seoul,2016,2,16
4430,2016-02-17,35000,seoul,2016,2,17
4431,2016-02-18,35000,seoul,2016,2,18
4432,2016-02-19,35000,seoul,2016,2,19
4433,2016-02-20,35000,seoul,2016,2,20
4434,2016-02-21,35000,seoul,2016,2,21
4435,2016-02-22,35000,seoul,2016,2,22
4436,2016-02-23,35000,seoul,2016,2,23
4437,2016-02-24,35000,seoul,2016,2,24
4438,2016-02-25,35000,seoul,2016,2,25
4439,2016-02-26,35000,seoul,2016,2,26
4440,2016-02-27,35000,seoul,2016,2,27
4441,2016-02-28,35000,seoul,2016,2,28
4442,2016-02-29,35000,seoul,2016,2,29
4443,2016-03-01,35000,seoul,2016,3,1
4444,2016-03-02,35000,seoul,2016,3,2
4445,2016-03-03,35000,seoul,2016,3,3
4446,2016-03-04,35000,seoul,2016,3,4
4447,2016-03-05,35000,seoul,2016,3,5
4448,2016-03-06,35000,seoul,2016,3,6
4449,2016-03-07,35000,seoul,2016,3,7
4450,2016-03-08,35000,seoul,2016,3,8
4451,2016-03-09,35000,seoul,2016,3,9
4452,2016-03-10,35000,seoul,2016,3,10
4453,2016-03-11,35000,seoul,2016,3,11
4454,2016-03-12,35000,seoul,2016,3,12
4455,2016-03-13,35000,seoul,2016,3,13
4456,2016-03-14,35000,seoul,2016,3,14
4457,2016-03-15,35000,seoul,2016,3,15
4458,2016-03-16,35000,seoul,2016,3,16
4459,2016-03-17,35000,seoul,2016,3,17
4460,2016-03-18,35000,seoul,2016,3,18
4461,2016-03-19,35000,seoul,2016,3,19
4462,2016-03-20,35000,seoul,2016,3,20
4463,2016-03-21,35000,seoul,2016,3,21
4464,2016-03-22,35000,seoul,2016,3,22
4465,2016-03-23,35000,seoul,2016,3,23
4466,2016-03-24,35000,seoul,2016,3,24
4467,2016-03-25,35000,seoul,2016,3,25
4468,2016-03-26,35000,seoul,2016,3,26
4469,2016-03-27,35000,seoul,2016,3,27
4470,2016-03-28,35000,seoul,2016,3,28
4471,2016-03-29,35000,seoul,2016,3,29
4472,2016-03-30,35000,seoul,2016,3,30
4473,2016-03-31,35000,seoul,2016,3,31
4474,2016-04-01,35000,seoul,2016,4,1
4475,2016-04-02,35000,seoul,2016,4,2
4476,2016-04-03,35000,seoul,2016,4,3
4477,2016-04-04,35000,seoul,2016,4,4
4478,2016-04-05,35000,seoul,2016,4,5
4479,2016-04-06,35000,seoul,2016,4,6
4480,2016-04-07,35000,seoul,2016,4,7
4481,2016-04-08,35000,seoul,2016,4,8
4482,2016-04-09,35000,seoul,2016,4,9
4483,2016-04-10,35000,seoul,2016,4,10
4484,2016-04-11,35000,seoul,2016,4,11
4485,2016-04-12,35000,seoul,2016,4,12
4486,2016-04-13,35000,seoul,2016,4,13
4487,2016-04-14,35000,seoul,2016,4,14
4488,2016-04-15,35000,seoul,2016,4,15
4489,2016-04-16,35000,seoul,2016,4,16
4490,2016-04-17,35000,seoul,2016,4,17
4491,2016-04-18,35000,seoul,2016,4,18
4492,2016-04-19,35000,seoul,2016,4,19
